paper, book
snow, white
snow, cold
sugar, sweet
deny, no
sometimes, often
owe, debt
animal, dog
animal, cat
sand, hand
uncle, aunt
uncle, man
bug, green
squeeze, hold
ocean, sea
knot, tie
honey, bee
frog, man
fist, hit
fever, hot
bite, chew
bite, pain
president, government
victory, peace
false, wrong
steel, iron
ugly, stupid
fever, hot
hay, grass
coal, charcoal
season, summer
feather, bird
gold, money
gold, yellow
mouse, cat
mouse, cheese
dig, hole
judgment, judge
judgment, court
judgment, law
ant, insect
ant, small
former, before
stab, murder
roof, house
hunt, kill
comb, brush
sky, cloud
sky, blue
cart, horse
clever, smart
rug, mat
grass, green
lung, heart
servant, slave
conversation, talk
fix, repair
fault, blame
aunt, uncle
aunt, sister
aunt, uncle
aunt, sister
fault, blame
twice, two
battle, war
cattle, cow
beverage, beer
sugar, honey
brush, comb
visible, see
deer, animal
cough, sneeze
rope, tie
moon, sky
painting, color
branch, tree
branch, twig
deity, god
bruise, pain
hole, pot
alone, one
government, president
queen, king
blame, accuse
voice, song
army, soldier
breast, milk
skirt, color
escape, run
penalty, punishment
dawn, early
dawn, morning
innocent, guilty
canoe, water
canoe, paddle
wealth, money
wealth, rich
mouse, rat
seize, get
seize, take
seize, hold
spark, fire
sausage, meat
elbow, arm
zero, nothing
twist, turn
twist, shout
cloth, clothes
cloth, rag
sausage, meat
circle, round
hunt, deer
river, water
river, ocean
speech, talk
speech, language
climb, up
climb, you
soul, heart
kiss, love
broad, wide
dish, meal
gentle, soft
cousin, aunt
cousin, uncle
thirst, drink
disease, death
disease, pain
spoon, fork
nose, face
nose, nostril
sharp, cut
bush, tree
bush, flower
wrist, hand
length, height
smooth, soft
weight, heavy
glove, hand
promise, word
candy, sweet
distance, far
worship, church
float, boat
male, man
yolk, egg
ear, head
breakfast, lunch
breakfast, morning
crime, punishment
ocean, wet
thought, word
coat, cold
wheat, bread
wheat, good
twins, two
snore, sleep
salt, sea
bread, food
ride, drive
narrow, tight
narrow, squeeze
plate, bowl
outside, inside
evil, bad
my, i
cloud, sky
cloud, sun
deny, no
garbage, dirty
drum, loud
sky, blue
sky, sun
string, line
bright, sun
punishment, pain
punishment, wrong
greedy, big
slaughter, kill
winter, cold
winter, snow
suspect, believe
stool, chair
stream, river
calm, sea
bug, insect
cart, horse
cart, wheel
cow, milk
gather, carry
forest, mountain
nest, bird
nest, egg
bark, tree
sea, horse
sea, ocean
sea, water
happiness, life
happiness, happy
thumb, hand
gold, silver
axe, cut
axe, knife
chop, cut
cease, seize
bunch, honey
donkey, horse
silver, gold
tongue, language
peace, world
repair, fix
vehicle, car
vehicle, car
snail, shell
lightning, thunder
hunger, food
rainbow, bright
murder, kill
murder, dead
murder, crime
beam, wood
bowl, spoon
breath, air
skin, dark
wet, water
hen, rooster
hen, chicken
shell, empty
apple, tree
tobacco, leaf
daughter, girl
daughter, child
dirt, dirty
dirt, mud
guard, protect
noon, sun
sheep, wool
rough, hard
rough, difficult
crouch, bend
dirty, garbage
carpenter, wood
swim, water
someone, person
lake, water
lake, river
lake, ocean
stove, kitchen
duck, goose
shirt, tie
autumn, winter
autumn, grey
meat, good
pillow, soft
third, three
immediately, now
storm, snow
boot, shoe
neck, back
neck, shoulder
darkness, night
darkness, black
statue, body
praise, worship
slap, hit
beginning, first
praise, love
praise, worship
embrace, hold
root, tree
root, branch
deceive, swindle
pour, drink
turtle, tortoise
frog, toad
frog, water
command, master
root, tree
grass, green
remain, stand
lamb, goat
truth, true
wool, sheep
forgive, forget
pursue, follow
ant, insect
bite, blood
pain, bite
quarrel, fight
coin, money
stone, rock
dust, dirt
dust, sand
hurry, fast
beard, chin
sweet, sugar
boundary, border
boundary, edge
felt, wool
snow, white
snow, cold
snow, winter
hill, slope
hill, mountain
that, this
honey, bee
honey, sugar
honey, sweet
vegetables, potato
pasture, field
lung, chest
mirror, water
dawn, early
dawn, morning
mirror, glass
mud, wet
mud, dirty
mud, soil
storm, weather
storm, danger
cattle, cow
our, we
soft, warm
comb, brush
nose, face
forty, fifty
blame, shame
attack, defend
frog, green
brush, comb
memory, brain
dye, color
twist, turn
sew, thread
sky, blue
smile, happy
leaf, green
bruise, blue
punishment, crime
scratch, itch
feather, bird
joy, happiness
toe, foot
smooth, white
deer, forest
female, woman
dust, dirt
dust, wind
traverse, walk
dirty, mud
suddenly, immediately
strength, power
strength, strong
river, stream
river, water
border, edge
someone, person
climb, mountain
wealth, money
animal, dog
bird, sky
stab, murder
elbow, arm
forgive, forget
whisper, secret
spirit, ghost
plate, dish
insect, bug
insect, wasp
dark, black
dark, brown
rough, thick
rough, hard
battle, fight
refuse, deny
refuse, no
chop, destroy
gentle, soft
ocean, sea
ocean, water
soldier, army
cousin, family
cousin, uncle
cousin, aunt
speech, language
drag, pull
conversation, talk
borrow, take
moon, sky
moon, sun
pond, lake
hurry, fast
hurry, run
lazy, slow
lazy, sloth
ride, drive
ride, fast
seize, take
seize, steal
thirsty, drink
mill, flour
mill, grind
bark, tree
mule, donkey
mule, horse
fever, hot
fever, sick
mix, stir
breast, chicken
skin, white
skin, black
winter, snow
mouth, nose
arrow, bow
arrow, shoot
spoon, fork
sheep, lamb
sheep, wool
honey, bee
hunt, deer
hunt, animal
wheat, bread
boundary, country
boundary, border
twice, three times
beverage, beer
beverage, water
gold, money
former, old
former, before
fishing, fish
damage, destroy
weather, sun
weather, wind
meal, meat
meal, food
sand, ground
wrap, cover
wrap, embrace
destroy, kill
broad, big
breath, air
breath, wind
breath, life
shout, loud
shout, voice
cure, medicine
sibling, brother
sibling, sister
slip, fall
worm, tail
blanket, cover
stone, rock
clever, smart
sibling, brother
sibling, sister
dense, brain
color, red
snore, sleep
silver, gold
flesh, meat
tobacco, leaf
tobacco, cigarette
earn, money
silence, quiet
silence, peace
narrow, thin
shoulder, body
candy, sweet
cloth, clothes
snow, white
snow, cold
snow, winter
meat, blood
autumn, harvest
dance, music
shade, ghost
ear, nose
ear, earring
defend, protect
cotton, cloth
escape, flee
dough, knead
cart, horse
bull, ox
wave, sea
wave, tide
exchange, barter
immediately, now
immediately, fast
quickly, fast
quarrel, fight
waist, belt
lightning, thunder
yolk, egg
yolk, yellow
embrace, kiss
beginning, first
wrist, hand
wrist, arm
lightning, storm
lightning, thunder
sugar, sweet
sugar, honey
sugar, salt
felt, feel
thirst, drink
stool, chair
hill, mountain
sugar, salt
coin, money
whistle, dog
knee, leg
knee, elbow
crime, punishment
flame, fire
tail, seed
shrub, tree
citizen, person
goat, grass
stream, water
flow, water
dig, love
sack, bag
flow, water
glove, hand
fog, cloud
dig, hole
canoe, boat
canoe, water
pray, worship
chew, eat
that, which
that, when
sometimes, always
branch, tree
calm, quiet
calm, study
axe, chop
queen, king
grey, green
hole, empty
worship, believe
beg, borrow
edge, table
different, colorful
motor, motorcycle
nest, bird
nest, cave
forbid, prevent
edge, border
knot, tie
obey, do
swim, float
swim, water
split, divide
split, cut
cast, throw
swim, water
rope, cloth
penis, man
zero, nothing
zero, empty
rock, stone
stove, oven
sharp, cut
dish, food
wet, dry
wet, sea
wet, water
fruit, apple
hen, chicken
hen, bird
blind, black
blind, dark
donkey, mule
donkey, stupid
bow, hair
pour, empty
pour, fill
pour, wet
distance, far
steep, slope
remain, leave
stool, chair
stool, table
split, divorce
climb, mountain
roof, top
storm, lightning
tide, ocean
sin, evil
bicycle, wheel
shout, loud
shout, increase
flame, fire
mouth, eat
beverage, drink
guard, soldier
knot, tie
honey, sweet
honey, bee
cousin, family
battle, war
sharp, eye
skirt, dress
lend, borrow
store, shop
bean, pea
lazy, sloth
lazy, tired
plate, saucer
plate, cup
omen, sign
meal, eat
meal, breakfast
shirt, clothes
coin, money
coin, small
slap, hit
bee, honey
clothes, wear
bowl, cup
bowl, spoon
bowl, dish
powerful, strong
thumb, hand
weather, storm
hunger, food
lift, carry
lift, heavy
fog, cloud
cow, mother
cow, milk
spine, back
pig, pork
bright, sun
regret, sad
moon, full
lake, water
lake, boat
ankle, foot
mud, water
mud, dirt
dish, food
dish, plate
gold, yellow
repair, fix
winter, time
cry, pain
steal, thief
steal, take
bite, mosquito
bite, dog
tobacco, road
hunt, kill
female, woman
soul, life
speech, tongue
belt, dress
above, sky
goat, kid
refuse, deny
mouse, cat
mouse, cheese
sky, blue
sky, sun
beak, nose
sky, blue
pillow, head
basket, carry
stab, murder
fishing, fish
blanket, sleep
arrow, bow
cruel, evil
snail, shell
punishment, crime
punishment, court
oven, bake
cough, medicine
fault, blame
fault, blame
wheel, cart
cart, horse
thick, wide
yolk, egg
resemble, look
dough, bread
dough, flour
ribbon, string
banana, tree
flesh, skin
flesh, meat
flesh, food
obey, understand
bird, seagull
meat, cow
meat, food
tall, high
queen, king
cloud, sky
cloud, sun
cloud, moon
spirit, ghost
earn, money
pure, clean
shoulder, arm
nose, nostril
boundary, border
boundary, edge
hen, chicken
cattle, cow
cattle, calf
nest, bird
nest, egg
tasty, taste
color, red
outside, inside
hut, grass
hut, house
cloth, dish
cloth, cotton
daughter, son
daughter, child
daughter, mother
army, soldier
branch, tree
yellow, banana
spoon, fork
length, long
ice, cold
bow, arrow
deity, god
mountain, hill
animal, deer
animal, meat
hill, slope
breakfast, food
breakfast, meal
stranger, person
canoe, boat
canoe, paddle
whisper, secret
brain, head
peace, calm
thief, steal
thief, rape
dawn, morning
tired, rest
rice, meal
rice, grain
murder, blood
seize, take
seize, grasp
deer, animal
finger, hand
twist, shout
wing, side
uncle, aunt
uncle, cousin
mule, donkey
borrow, give
borrow, lend
pain, wound
scratch, itch
river, stream
river, fish
rich, wealth
sunny, bright
root, tree
hook, claw
pursue, run
pursue, catch
wheat, field
frog, green
towel, cloth
gather, bring
fever, hot
float, boat
twice, again
deny, no
breast, milk
autumn, fall
dense, hard
float, boat
float, swim
immediately, soon
immediately, now
chicken, hen
happiness, joy
worm, bait
voice, mouth
pipe, tobacco
feather, wing
feather, bird
apple, fruit
oak, tree
grey, black
accompany, go
male, boy
male, man
lamb, sheep
exchange, trade
sea, horse
sea, calm
pond, lake
sheep, dog
sheep, ram
fry, bake
fry, egg
sheep, lamb
sheep, ewe
sheep, wool
bush, tree
bark, tree
bark, root
smile, happy
donate, give
donate, give
bread, food
bread, wheat
shame, blame
drag, pull
border, line
silence, quiet
candy, sweet
waist, belt
waist, hip
silver, gold
dust, dirt
chicken, rooster
snow, ice
snow, cold
barter, exchange
empty, nothing
mud, dirt
mud, water
sin, evil
storm, weather
flesh, skin
steal, thief
steal, take
spoon, fork
nose, nostril
earn, money
grain, sand
grain, bread
wealth, money
boundary, border
silence, quiet
silence, peace
desire, want
voice, noise
voice, song
guilty, wrong
ankle, foot
ankle, leg
aunt, uncle
aunt, cousin
dust, dirt
wine, beer
pregnant, stomach
sweet, candy
hunt, deer
dance, music
fetch, bring
sibling, brother
sibling, sister
hut, village
hut, tent
pasture, field
sharp, smart
soup, hot
bark, bite
bark, tree
row, oar
row, water
smile, happy
goat, eat
weak, tired
oven, stove
oven, bake
duck, goose
spine, back
leaf, tree
leaf, flower
leaf, branch
clever, smart
dirt, mud
dirt, dust
spark, wire
medicine, pill
neck, skin
grasp, hold
hunger, food
that, this
that, then
army, battle
swallow, throat
chew, bite
chew, eat
chest, breast
tobacco, cigarette
penalty, punishment
rescue, keep
shell, snail
lamb, sheep
slap, hit
grey, black
circle, round
kiss, love
fever, hot
fever, sick
stool, chair
season, weather
climb, mountain
magic, magician
mule, donkey
mule, horse
bird, float
honey, sweet
honey, bee
swim, float
cow, milk
dirty, mud
thirsty, drink
thirsty, hot
rat, mouse
brush, comb
drag, pull
cotton, thread
color, red
plate, dish
toe, foot
tall, height
praise, worship
snore, sleep
former, old
candy, sweet
candy, sugar
beside, side
nothing, zero
guard, watch
precious, expensive
precious, dear
spin, circle
pipe, tobacco
suck, drink
cloth, shirt
cloth, cotton
wheat, barley
wheat, bread
quarrel, fight
quarrel, anger
steel, iron
bread, wheat
conversation, talk
conversation, speech
length, height
lung, breathe
ice, cold
ice, freeze
axe, chop
breast, chicken
turtle, tortoise
burn, fire
burn, hot
cruel, bad
gentle, slow
border, edge
ear, drum
canoe, water
canoe, paddle
ant, small
uncle, man
uncle, brother
wet, water
stone, rock
thought, think
speech, mouth
wrist, arm
beverage, beer
beverage, drink
dig, bury
dig, kill
meal, meat
anger, hate
banana, yellow
lake, water
lake, pond
joy, happy
disease, cough
disease, sick
mountain, climb
yolk, egg
yolk, yellow
forgive, forget
fishing, fish
vomit, green
noon, moon
flow, water
flow, go
twist, turn
river, water
saucer, cup
mat, rug
hen, chicken
dawn, morning
cloud, white
darkness, black
darkness, night
defend, protect
ocean, sea
ocean, water
boot, shoe
boot, foot
autumn, winter
stove, oven
breakfast, food
breakfast, early
wave, ocean
wave, sea
shout, loud
guest, friend
wise, old
wise, clever
candle, fire
grass, green
moon, white
smooth, soft
scratch, itch
gold, silver
height, tall
height, mountain
bite, dog
bite, saliva
knee, elbow
knee, bone
connect, join
murder, kill
thirst, hunger
thirst, drink
bow, arrow
tired, sleep
tired, rest
tooth, long
flame, red
rope, tie
shade, dark
noble, good
shade, sun
shade, spirit
nest, bird
nest, egg
stingy, pain
servant, slave
dish, plate
bruise, wound
mouth, penis
bean, old
branch, tree
outside, inside
plain, flat
plain, grass
tail, animal
broad, wide
mistake, wrong
bug, insect
attack, battle
oak, tree
wheel, round
wool, sheep
insect, bug
insect, ant
fool, stupid
dense, thick
skirt, dress
skirt, woman
thief, bad
sew, thread
arrive, enter
fruit, apple
rainbow, arch
deliver, give
pillow, head
happiness, joy
embrace, kiss
peace, calm
shout, loud
peace, calm
dye, color
flesh, skin
someone, person
soup, hot
worship, religion
leaf, tree
dawn, morning
deaf, mute
coat, clothes
cart, carry
sunny, bright
nut, acorn
neck, ear
ankle, foot
immediately, now
borrow, lend
borrow, give
iron, steel
marriage, wedding
silver, gold
bee, honey
bee, insect
deer, reindeer
shine, bright
hill, high
hill, mountain
moon, white
mule, donkey
hen, chicken
hen, rooster
tongue, lick
tongue, red
stream, water
hunt, deer
daughter, son
daughter, wife
drag, dig
copper, gold
lung, breathe
deity, god
proud, big
wealth, money
roof, wood
roof, stone
healthy, food
mistake, bad
disease, cure
toe, foot
crowd, people
candy, sweet
promise, heaven
shame, red
fruit, vegetables
grey, black
soldier, army
thirsty, drink
cotton, wool
skirt, dress
skirt, woman
season, weather
narrow, thin
joy, happiness
battle, war
ocean, salty
meat, animal
sea, ocean
sea, water
mud, dirt
mud, wet
snail, shell
thin, weak
broad, wide
boot, shoe
candle, match
meal, lunch
meal, breakfast
peg, hook
hut, roof
ache, pain
weak, soft
weak, tired
basket, fruit
swim, water
root, tree
dense, hard
gold, silver
precious, dear
that, what
regret, sad
blame, wrong
blame, shame
fishing, catch
spot, hole
spirit, soul
sheep, wool
bean, black
bean, pea
above, high
canoe, boat
grain, wheat
grain, sand
dark, night
host, guest
spirit, ghost
hay, grass
innocent, guilty
tide, ocean
speech, talk
speech, mouth
drum, ear
nest, bird
cousin, uncle
dirt, mud
soft, pillow
twice, two
noon, sun
thief, steal
climb, mountain
rough, hard
wave, sea
shallow, deep
weight, heavy
dish, plate
dish, bowl
nose, face
pig, animal
female, woman
carpenter, wood
saucer, cup
sky, blue
river, stream
breathe, breath
smart, clever
breathe, lung
judgment, court
boundary, border
boundary, country
tall, big
yard, fence
branch, tree
penis, vagina
rope, braid
wing, sky
visible, see
sharp, hard
frog, green
slaughter, kill
winter, snow
thick, meat
wet, water
fault, blame
stove, fire
stove, kitchen
slip, fall
spoon, fork
pasture, field
beside, next to
embrace, love
quickly, fast
turtle, swim
flow, water
flow, go
embrace, love
ant, insect
retreat, leave
dust, storm
dust, dirt
beverage, beer
beverage, drink
banana, yellow
kettle, jug
beverage, drink
sibling, sister
sibling, brother
sibling, family
honey, sweet
sneeze, cough
vehicle, car
whale, fish
whale, shark
breakfast, lunch
float, boat
float, swim
forgive, forget
fever, sick
attack, defend
breakfast, meal
breakfast, morning
arrow, fast
fever, hot
fever, sick
solid, strong
lake, pond
lake, water
male, man
male, man
male, boy
male, father
flower, child
defend, attack
plate, dish
silence, quiet
powerful, strong
lend, give
powerful, strong
guilty, innocent
calculate, count
destroy, kill
invite, guest
dough, bread
steal, thief
cricket, locust
my, i
oak, strength
guilty, innocent
cow, calf
cow, field
grass, green
lamb, sheep
weather, sun
feather, bird
feather, wing
feather, soft
fasten, tie
lamb, sheep
expensive, dear
invite, call
clothes, dress
donate, give
height, tall
strength, power
our, my
our, we
voice, noise
my, i
my, me
dusk, evening
mouth, kiss
snow, white
snow, cold
edge, cut
edge, corner
tooth, bone
earn, money
earn, wages
murder, crime
murder, blood
aunt, uncle
aunt, cousin
wool, sheep
sand, water
punishment, crime
tooth, white
glove, hand
bicycle, wheel
pursue, follow
pursue, hunt
twins, two
guard, protect
circle, round
cloud, sky
cloud, air
spine, back
scratch, itch
scratch, bite
bread, flour
wheat, flour
wheat, bread
hunger, food
hunger, famine
bull, cow
bread, wheat
grandmother, grandfather
wheat, grain
wound, pain
ice, cold
elbow, knee
hurry, fast
elbow, arm
ice, cold
port, bay
bone, death
distance, road
plot, land
flour, bread
store, shop
ear, nose
ear, hear
bone, dog
owe, debt
ear, hear
ear, earring
rescue, help
rainbow, bright
boss, master
rescue, help
outside, inside
wheel, round
gate, door
kiss, love
bruise, blue
ocean, sea
snail, shell
conversation, talk
row, fight
chop, cut
hurry, fast
wise, old
traverse, walk
twice, again
twice, two
lake, water
lake, summer
roof, house
tail, feather
voice, mouth
voice, tongue
skin, fingernail
skin, hair
skin, dry
innocent, guilty
refuse, no
borrow, take
thirsty, drink
candy, sweet
bull, cow
cloud, sky
root, cause
cloth, dress
slaughter, kill
proud, happy
flesh, meat
affair, business
tide, time
tide, sea
bowl, plate
bowl, spoon
twins, pair
bright, sunny
season, summer
season, time
cure, disease
bird, sky
meat, food
meat, cow
bay, sea
bay, shore
aunt, uncle
aunt, niece
aunt, nephew
branch, tree
candle, fire
ghost, soul
wave, sea
forty, fifty
finger, toe
medicine, cure
smile, happy
smile, laugh
mouse, rat
border, boundary
border, edge
different, other
dye, color
bee, honey
boundary, border
silver, gold
mouth, open
mouth, tongue
narrow, thin
thirst, hunger
thirst, drink
yolk, yellow
yolk, egg
sometimes, often
sometimes, always
former, before
cruel, evil
ant, termite
sibling, brother
mud, dirty
mud, soil
mud, water
darkness, night
shake, roll
shake, shiver
turtle, tortoise
foreign, other
worship, pray
pray, worship
praise, worship
scratch, itch
sky, mountain
river, stream
river, water
river, waterfall
bake, oven
rice, eat
store, shop
fool, dumb
that, this
that, there
secret, whisper
breath, life
thick, wide
thick, dense
outside, inside
whisper, secret
grandmother, grandfather
color, red
daughter, son
daughter, mother
sugar, honey
donkey, mule
escape, run
dark, night
dark, black
copper, wire
saucer, cup
saucer, plate
dark, night
sweet, sugar
sweet, candy
guard, protect
guard, police
lend, borrow
butterfly, sweet
knee, bone
deer, hunt
pour, table
wolf, bear
deity, god
chew, eat
attack, fight
mill, flour
mill, grind
soup, hot
blame, fault
cow, milk
cow, horse
leaf, book
leaf, tree
carpenter, wood
butter, yellow
memory, mind
height, tall
priest, father
brain, mind
penis, vagina
knot, tie
cattle, money
oak, wood
burn, fire
painting, brush
demon, bad
beak, mouth
cow, big
brush, comb
dense, thick
swear, promise
female, woman
stone, rock
spoon, fork
spoon, bowl
spoon, ladle
wealth, money
beak, sharp
beak, sharp
marriage, wedding
arrow, bow
arrow, shoot
mirror, gold
weak, small
quickly, fast
cattle, bovine
split, divide
axe, chop
axe, fire
fruit, vegetables
fruit, apple
saw, cut
salt, ocean
crouch, bend
loud, pain
moon, bright
stream, water
forgive, forget
wing, feather
banana, yellow
rich, wealth
resemble, look
sheep, lamb
cough, sneeze
shoulder, head
shoulder, arm
coarse, bad
greedy, stingy
uncle, aunt
storm, thunder
boot, shoe
grain, food
waist, belt
sea, ocean
sea, salt
immediately, soon
immediately, now
vehicle, car
army, soldier
army, god
cry, river
wool, sheep
wool, fur
cousin, uncle
forbid, danger
fault, cause
hut, house
desire, want
climb, up
ankle, knee
ankle, leg
ankle, foot
lazy, tired
lazy, stupid
sausage, meat
bark, tree
cousin, aunt
cousin, uncle
cousin, brother
swim, float
swim, water
gold, silver
sack, bag
thumb, hand
thumb, finger
felt, wool
nothing, zero
dance, music
cotton, clothes
nothing, empty
nothing, zero
oven, bake
glove, hand
edge, sharp
edge, sharp
afterwards, soon
flow, river
government, president
snow, white
snow, cold
snow, ice
snow, white
hunt, gather
hunt, kill
grass, green
honey, bee
honey, sweet
frog, toad
honey, bee
oven, stove
oven, bake
nothing, no
nothing, not
citizen, person
frog, toad
connect, join
penalty, punishment
mule, donkey
mule, horse
lazy, slow
blind, black
mule, donkey
stool, chair
mule, horse
conversation, talk
pot, belly
dense, thick
blind, darkness
neck, throat
anger, red
float, swim
yolk, egg
yolk, yellow
slip, fall
silence, quiet
crowd, people
wrist, hand
flame, fire
master, good
that, this
branch, tree
branch, arm
repair, fix
soft, pillow
toe, finger
toe, foot
salt, sea
sibling, sister
sibling, brother
kiss, mouth
kiss, love
lightning, sky
deaf, mute
fox, tail
cart, wheel
branch, tree
darkness, night
flour, flower
flour, dust
dirty, mud
turtle, water
turtle, tortoise
fix, repair
hut, house
tired, sleep
ache, pain
obey, listen
male, husband
rescue, help
swell, grow
expensive, dear
desire, want
shoulder, head
shoulder, arm
mistake, wrong
comb, brush
deity, god
gather, harvest
cloud, storm
cloud, shade
immediately, now
immediately, time
clothes, dress
peace, world
lake, water
storm, weather
moon, sun
moon, sky
calm, sea
calm, peace
lung, breathe
thirsty, drink
thirsty, drink
thirsty, dry
lake, water
apple, fruit
sea, boat
embrace, kiss
beg, want
snore, sleep
nest, bird
nest, egg
faithful, true
arrow, bow
insect, bug
insect, worm
outside, green
ant, small
ant, water
yellow, butter
wave, ocean
sacrifice, die
swim, water
grave, hole
broad, wide
breath, air
bitter, sour
spot, dirt
bread, flour
fifty, sixty
boot, shoe
clever, smart
innocent, guilty
wet, cold
weather, sun
knot, tie
penis, small
mirror, glass
jug, gourd
flesh, skin
shrub, tree
bean, pea
battle, war
battle, fight
thirst, drink
slice, piece
bird, song
bird, eagle
scratch, itch
sack, bag
secret, whisper
crouch, kneel
crouch, sit
drunk, black
soldier, army
lamb, sheep
steal, thief
army, soldier
resemble, look
tail, feather
sheep, lamb
sheep, wool
spine, bone
spine, back
roof, top
thick, head
hunt, find
hunt, dog
accompany, help
suspect, guess
boundary, line
skirt, dress
basket, carry
sometimes, often
dough, bread
nose, pierce
oak, wood
lend, share
flow, river
zero, nothing
meat, sausage
untruth, deceit
sweet, sugar
ocean, sea
bug, insect
thief, steal
dish, plate
dish, bowl
damage, destroy
rock, mountain
servant, slave
carpenter, wood
bright, sun
animal, dog
deny, refuse
rope, string
cure, disease
vehicle, car
murder, kill
narrow, thin
narrow, squeeze
wealth, money
wealth, rich
slaughter, kill
foreign, stranger
stream, water
defend, attack
spirit, ghost
uncle, cousin
root, tooth
saw, axe
above, heaven
above, sky
breast, chicken
cone, pine
thumb, hand
thumb, toe
sugar, sweet
sugar, salt
spirit, body
grass, green
fasten, tie
leaf, green
pour, flow
blame, shame
cloth, clothes
pillow, soft
ankle, bone
shield, sword
autumn, fall
daughter, child
daughter, girl
daughter, son
forbid, no
bee, honey
split, divide
me, i
bee, honey
beside, next to
glove, hand
mill, flour
dust, dirt
dust, ash
bruise, blue
fruit, apple
divorce, separate
third, second
religion, worship
divorce, fight
elbow, arm
hill, slope
soul, god
rotten, fish
rotten, mold
thin, long
hen, chicken
rotten, old
rotten, bad
canoe, boat
feather, bird
feather, soft
wheat, bread
wheat, flour
wheat, bread
rotten, bad
feather, bird
island, land
bunch, flower
shine, bright
goat, meat
preserve, keep
deaf, mute
calculate, count
bull, cow
twice, second
twice, again
bird, nest
deer, meat
fart, laugh
axe, man
darkness, black
leaf, green
fault, wrong
empty, nothing
me, i
wave, ocean
borrow, lend
borrow, owe
strength, power
strength, strong
strength, arm
winter, cold
flow, river
flow, water
snore, sleep
skin, cut
dance, music
chest, lung
grey, black
fasten, tie
towel, rub
sky, blue
sky, night
sugar, sweet
sugar, honey
snake, animal
oven, bake
sausage, meat
pasture, grass
calm, quiet
height, tall
height, long
stream, water
stream, river
circle, round
smile, happy
twins, two
twins, pair
calm, peace
saucer, cup
river, water
river, body
someone, person
chicken, fowl
hunt, animal
dye, color
mistake, wrong
path, road
fence, garden
pursue, drive
dish, table
outside, inside
outside, green
mouse, cat
yellow, banana
thick, deep
meat, cow
solid, hard
dig, hole
silence, quiet
silence, peace
silence, calm
visible, see
dough, bread
dough, knead
battle, fight
soul, body
bitter, sour
sew, thread
dawn, morning
shrub, tree
meal, eat
meal, food
shirt, clothes
silver, gold
chop, blood
smart, clever
autumn, fall
autumn, winter
soft, pillow
repair, fix
broad, wide
tongue, language
fix, repair
bread, food
voice, song
tongue, language
crowd, people
precious, dear
bark, tree
bark, bite
tooth, root
split, cut
roof, house
sometimes, always
steam, air
medicine, cure
candy, sugar
candy, sweet
evil, bad
dusk, evening
grasp, take
hunger, famine
hunger, food
cure, disease
quarrel, fight
fruit, basket
forest, tree
mountain, climb
defend, protect
immediately, now
immediately, hurry
anger, red
anger, black
rescue, help
thirst, hunger
thirst, drink
vehicle, car
nose, face
third, three
grain, wheat
grain, wood
donkey, horse
arrow, bow
arrow, line
beverage, drink
beverage, beer
flame, fire
flame, burning
tail, animal
fog, dust
fog, cloud
fog, dark
omen, sign
untruth, truth
burn, fire
cow, smell
forty, fifty
weather, storm
bite, dog
female, woman
female, mother
climb, mountain
glove, hand
breast, chest
ghost, spirit
ghost, mind
foreign, different
swim, water
aunt, woman
aunt, love
honey, sweet
shoulder, body
arrive, time
bright, sun
bright, white
bright, beautiful
breakfast, morning
donate, give
wet, dry
wet, dog
wheel, round
swell, big
swell, red
swell, increase
swallow, throat
saw, cut
coal, cold
sibling, sister
sibling, brother
sacrifice, good
stove, kitchen
plain, clear
breath, air
rainbow, red
lightning, thunder
swear, curse
ocean, sea
ocean, tide
lightning, thunder
lightning, electricity
bake, oven
shield, guard
wealth, money
blanket, cover
thought, memory
insect, bug
queen, king
blame, shame
kick, foot
plate, dish
shake, roll
wool, sheep
guilty, innocent
sea, ocean
sea, salt
conversation, talk
steel, iron
quickly, fast
knee, leg
elbow, arm
backward, behind
cigarette, tobacco
lame, weak
dumb, mute
mill, flour
clever, smart
scratch, itch
scratch, cut
steal, thief
steal, prison
sweet, small
seize, grasp
seize, take
snail, snake
snow, white
snow, cold
snow, winter
spoon, fork
thumb, finger
pipe, tobacco
that, what
that, when
that, who
refuse, deny
master, boss
sack, bag
rope, string
refuse, no
our, we
owe, debt
ear, head
ear, listen
dense, thick
powerful, strong
exchange, trade
punishment, crime
defeat, victory
animal, bird
animal, fish
former, before
former, old
government, rule
penis, man
disease, sick
soup, food
comb, brush
dew, wet
kiss, mouth
ice, cold
ice, snow
slip, fall
slip, fall
skirt, dress
grandmother, mother
ant, bee
ant, insect
suck, sweet
skirt, shirt
skirt, dress
worship, church
apple, fruit
tent, house
apple, fruit
worship, church
worship, kneel
ant, wasp
ant, bee
shoulder, neck
shoulder, back
shoulder, arm
deer, forest
meal, food
punishment, crime
spirit, ghost
cry, river
female, woman
deaf, ear
nest, bird
seize, grasp
height, tall
season, summer
coat, clothes
president, rule
moon, sun
moon, sky
grain, field
beef, cattle
canoe, boat
sweet, salt
sweet, sugar
wing, right
peg, pin
sheep, ewe
sheep, ram
owe, debt
dawn, red
deny, no
ice, cold
ice, wet
that, which
that, thing
queen, king
their, our
mud, field
sea, mother
gold, silver
deity, god
uncle, aunt
sperm, penis
comb, brush
mouse, rat
me, i
edge, corner
rescue, help
servant, slave
kick, foot
borrow, lend
thirst, drink
thumb, finger
